x,xdot,theta,thetadot,x,xdot,theta,thetadot,x.1,xdot.1,theta.1,thetadot.1,x.1.1,xdot.1.1,theta.1.1,thetadot.1.1,x.1.1.1,xdot.1.1.1,theta.1.1.1,thetadot.1.1.1,x.1.1.1.1,xdot.1.1.1.1,theta.1.1.1.1,thetadot.1.1.1.1
-4.0,-0.02483119654357029,0.01841519186949521,0.021191612553040556,-4.0,-0.002401470691910781,0.021796072032429382,-0.0024531255747736037,-4.0,0.04162029189055343,-0.030223720450904625,-0.04616349292256197,-4.0,0.018355487761298653,-0.04031504803923745,-0.0218926231933392,-4.0,-0.0169337626210892,-0.013430317157806494,0.003256233174054088,-4.0,-0.023150266499338525,0.0105036725222281,-0.03527789948566604
-4.0004966239308715,-0.22021233322932598,0.01883902412055602,0.31962738626391185,-4.000048029413838,-0.19782911815224424,0.021747009520933905,0.2970262550078619,-3.9991675941621887,-0.1530555256183862,-0.031146990309355863,0.2368324490705647,-3.9996328902447744,-0.1761658109484528,-0.04075290050310424,0.2578028262330234,-4.000338675252422,-0.2118605542378732,-0.013365192494325412,0.2916716567423792,-4.000463005329987,-0.21842125561205844,0.009798114532514779,0.2607004495038534
-4.004900870595458,-0.025363679104816683,0.025231571845834258,0.032944614150679286,-4.004004611776883,-0.0030238210100776712,0.027687534621091144,0.01128052073000857,-4.002228704674557,-0.34771896258727786,-0.026410341327944568,0.5195302440130249,-4.003156206463744,-0.37068296956337454,-0.03559684397844376,0.5373582706872562,-4.0045758863371805,-0.4067894134664137,-0.007531759359477827,0.5801095814939219,-4.004831430442228,-0.41368169588047377,0.015012123522591847,0.5564576504018173
-4.005408144177554,-0.2208382038866208,0.025890464128847844,0.3334803672891073,-4.004065088197084,-0.1985316819022057,0.027913145035691315,0.3125690072479977,-4.009183083926303,-0.5424593440899277,-0.01601973644768407,0.8037752099965891,-4.010569865855009,-0.5652868314963246,-0.024849678564698642,0.8186158789725083,-4.012711674606508,-0.21156273300669548,0.0040704322704006105,0.2850635504752882,-4.013105064359837,-0.21877368705109126,0.026141276530628192,0.26854197899508897
-4.009824908255287,-0.02609413476756689,0.03256007147462999,0.04907310930756564,-4.008035721835128,-0.003818275719215225,0.034164525180651266,0.028818071886628494,-4.020032270808101,-0.34712145020462404,5.576775224771374e-05,0.506096364753336,-4.021875602484936,-0.3698337203652735,-0.008477360985248471,0.518221674172376,-4.0169429292666425,-0.4067425002173076,0.009771703279906374,0.5790274797123618,-4.017480538100859,-0.024034365452983736,0.031512116110529974,-0.015782540372315856
-4.0103467909506385,0.16854617041516498,0.0335415336607813,-0.23316163031350812,-4.008112087349512,0.1907975001839976,0.034740886618383836,-0.25289282320375595,-4.026974699812193,-0.1520002848850901,0.010177695047314434,0.21343101294831368,-4.029272276892241,-0.5648352953358922,0.0018870724981990496,0.8082212119777041,-4.025077779270988,-0.2117588466406476,0.02135225287415361,0.2894387979646121,-4.017961225409919,-0.21959373520646136,0.03119646530308365,0.286673910401523
-4.0069758675423355,-0.027038581700204567,0.02887830105451114,0.0699098456050739,-4.0042961373458335,-0.004802851289626321,0.029683030154308725,0.05054243121169516,-4.030014705509895,-0.3472662568066961,0.014446315306280709,0.509306991607986,-4.040568982798959,-0.3697392556578985,0.01805149673775313,0.5161324725047354,-4.0293129562038015,-0.016947777779468626,0.02714102883344585,0.0035658909955699203,-4.0223531001140485,-0.02493025359934589,0.036929943511114116,0.003991037364347472
-4.007516639176339,0.16765770302314767,0.03027649796661262,-0.21352377332145395,-4.004392194371625,0.1898811783273513,0.030693878778542624,-0.2326294437575769,-4.0369600306460285,-0.15235077854617246,0.024632455138440427,0.2212113512229452,-4.047963767912116,-0.17487608748661362,0.028374146187847837,0.229192193850024,-4.02965191175939,-0.21244824469132031,0.02721234665335725,0.30468707141719953,-4.022851705186035,-0.22056183871691465,0.037009764258401065,0.3080932686090899
-4.0041634851158765,-0.027883734105816016,0.02600602250018354,0.08855388849811346,-4.0005945708050765,-0.005665595511147314,0.02604128990339109,0.06957514079187642,-4.040007046216953,0.04241058090221453,0.02905668216289933,-0.06360085321163167,-4.051461289661851,0.01982914239831681,0.03295799006484832,-0.05440721244458807,-4.033900876653217,-0.017724449662739866,0.03330608808170124,0.02070896120384108,-4.027262941960373,-0.02598624274581637,0.04317162963058287,0.02730812468813704
-4.004721159797993,0.1668559849865028,0.02777710027014581,-0.1958120081029085,-4.000707882715299,0.1890735163985129,0.02743279271922862,-0.21477921217414306,-4.039158834598909,-0.1531156607963546,0.027784665098666696,0.2381061698193969,-4.051064706813883,-0.17574949826058675,0.03186984581595655,0.2484893255342714,-4.034255365646471,-0.21330782259406936,0.03372026730577806,0.3237114954532595,-4.0277826668152885,0.16849085923030513,0.043717792124345616,-0.25144720539506016
-4.001384040098262,-0.028652051901714604,0.02386086010808764,0.10550233615424681,-3.99692641238733,-0.006429666675021872,0.023137208475745758,0.08642945322945772,-4.042221147814836,0.041598563359073054,0.032546788495054636,-0.04568479538102626,-4.054579696779095,0.018903160289530152,0.03683963232664198,-0.03397324656858175,-4.038521522098352,-0.01868184277069948,0.04019449721484325,0.041850365476998996,-4.024412849630683,-0.027227221530524537,0.038688848016444406,0.05469834853280858
-4.001957081136297,0.16611997614080812,0.025970906831172577,-0.17955811390352738,-3.99705500572083,0.18835312174984212,0.02486579754033491,-0.1988647956415942,-4.0413891765476535,-0.15397460723373999,0.03163309258743411,0.2570866637444881,-4.054201633573305,-0.17672718765935333,0.03616016739527034,0.2701015740370123,-4.038895158953767,0.17584136679725432,0.041031504524383235,-0.2378847767132426,-4.0249573940612935,0.16731924454468572,0.039782814987100575,-0.2255312921102852
-3.998634681613481,-0.029363806115404095,0.02237974455310203,0.12120326474081988,-3.993287943285833,-0.007115493550442525,0.020888501627503026,0.10155727827827933,-4.044468668692328,0.040681773444481116,0.03677482586232387,-0.025453253636751272,-4.057736177326492,0.01786058987394662,0.04156219887601058,-0.010960514422124534,-4.035378331617822,-0.019842018788031268,0.03627380899011837,0.06745312690773486,-4.0216110091704,-0.02834802765456132,0.03527218914489487,0.07943045158589956
-3.999221957735789,0.16543047710656586,0.024803809847918426,-0.1643358950019606,-3.9934302531568417,0.18770096437988212,0.02291964719306861,-0.1844628849204677,-4.0436550332234384,-0.15494773414745042,0.03626576078958885,0.2786019669012005,-4.057378965529011,0.2123625992182072,0.0413429885875681,-0.2902458064362007,-4.035775171993582,0.1747416043591696,0.03762287152827306,-0.2135681443009257,-4.022177969723491,0.16625099755672698,0.03686079817661286,-0.20191865211137214
-3.9959133481936573,-0.030037600173777906,0.021517091947879215,0.13606760469996904,-3.9896762338692437,-0.0077413012670734535,0.01923038949465926,0.11536130238884786,-4.0467539879063885,0.03963859683704213,0.04183780012761286,-0.0024258131891073953,-4.053131713544648,0.016676261236903328,0.035538072458844085,0.015184256026425369,-4.032280339906398,-0.02089747797320429,0.033351508642254564,0.09074132616766006,-4.018852949772357,-0.029378206525134593,0.03282242513438542,0.1021604435687386
-3.9965141001971327,0.16476964986594797,0.024238444041878596,-0.14975009140626444,-3.9898310598945863,0.1870999040980678,0.021537615542436217,-0.17119308091244226,-4.045961215969648,0.2341363365688444,0.04178928386383071,-0.2816203980383624,-4.05279818831991,0.2112710063127651,0.0358417575793726,-0.2660775635642626,-4.032698289465864,0.17373095144692216,0.035166335165607764,-0.1912354398778654,-4.019440513902859,0.1652583579932509,0.03486563400576019,-0.17998909371257976
-3.9932187071998135,-0.030690848934879084,0.021243442213753308,0.1504799407131417,-3.986089061812625,-0.008323584808545116,0.01811375392418737,0.128205736358875,-4.041278489238271,0.03844398716495037,0.03615687590306346,0.0239443275323607,-4.048572768193655,0.015656326429346033,0.03052020630808735,0.03769122758277022,-4.0292236704369255,-0.021875973533883736,0.03134162636805045,0.11233031191211224,-4.0161353467429945,-0.03034471927080188,0.03126585213150858,0.12348562685047433
-3.993832524178511,0.16412056930430105,0.02425304102801614,-0.13542615042485356,-3.986255533508796,0.18653425832679044,0.020677868651364874,-0.158707926392129,-4.040509609494971,0.2330292624687481,0.03663576245371068,-0.25711501183271124,-4.0482596416650685,0.2103276231301004,0.03127403085974275,-0.2452081805773801,-4.029661189907603,0.17278318632444833,0.03358823260629268,-0.17030210003040164,-4.01674224112841,0.16431567190715576,0.033735564668518084,-0.15917159036915596
-3.990550112792425,-0.03134022478538251,0.02154451801951907,0.16480851099579547,-3.98252484834226,-0.008877538399478552,0.017503710123522295,0.1404259663083322,-4.035849024245596,0.03740393655049537,0.03149346221705645,0.04689458080978809,-4.044053089202466,0.014773273616016741,0.02636986724819515,0.05717297306798691,-4.0262055261811165,-0.022803017504725187,0.030182190605684663,0.13278481422147215,-4.013455927690267,-0.03127261458316763,0.03055213286113496,0.14396028245138576
-3.991176917288133,0.16346679770991665,0.02484068823943498,-0.12100060993807288,-3.9827023991102495,0.1859894039111269,0.02031222944968894,-0.14668384281584212,-4.0351009455145865,0.2320604693415157,0.03243135383325221,-0.23568788212800634,-4.043757623730145,0.20950739581017505,0.027513326709554888,-0.2270748144246738,-4.026661586531208,0.17187388643693186,0.032837886890114104,-0.15022532710859626,-4.01408137998193,0.16339877268125808,0.033431338510162674,-0.1389295948225478
-3.9879075813339346,-0.032002080263012295,0.02242067604067352,0.17941466096827097,-3.978982611032027,-0.009417449553481505,0.017378552593372096,0.15233735758298195,-4.0304597361277565,0.036490534260913636,0.027717596190692084,0.06704590641310249,-4.039567475813942,0.014003272260183913,0.022971830421061414,0.07415828046907508,-4.023224108802471,-0.02370252096974132,0.029833380347942175,0.15263373050136936,-4.010813404528305,-0.03218565741986028,0.03065274661371172,0.16411010150472127
